Path,Accessor,Size,StoredSize,Sha256,Md5,Error,_Components
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync-Azure%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SettingSync-Azure%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync-OneDrive%4Debug.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SettingSync-OneDrive%4Debug.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync-OneDrive%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SettingSync-OneDrive%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4ActionCenter.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Shell-Core%4ActionCenter.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4AppDefaults.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Shell-Core%4AppDefaults.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4LogonTasksChannel.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Shell-Core%4LogonTasksChannel.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Shell-Core%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SilProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SilProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmartCard-Audit%4Authentication.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmartCard-Audit%4Authentication.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmartCard-DeviceEnum%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmartCard-DeviceEnum%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmartCard-TPM-VCard-Module%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmartCard-TPM-VCard-Module%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmartCard-TPM-VCard-Module%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmartCard-TPM-VCard-Module%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Audit.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmbClient%4Audit.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Connectivity.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmbClient%4Connectivity.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Security.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SmbClient%4Security.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StateRepository%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Restricted.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StateRepository%4Restricted.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-ClassPnP%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Storage-ClassPnP%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Storage-Storport%4Health.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Storage-Storport%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Tiering%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Storage-Tiering%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageManagement%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageManagement%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageManagement-PartUtil%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageManagement-PartUtil%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Api%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageSpaces-Api%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-SpaceManager%4Diagnostic.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageSpaces-SpaceManager%4Diagnostic.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-SpaceManager%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-StorageSpaces-SpaceManager%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Store%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SystemDataArchiver%4Diagnostic.evtx,auto,7409664,7409664,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SystemDataArchiver%4Diagnostic.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SystemSettingsThreshold%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SystemSettingsThreshold%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TCPIP%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TCPIP%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TWinUI%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TWinUI%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TZSync%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TZSync%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TZUtil%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TZUtil%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TaskScheduler%4Maintenance.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Operational.evtx,auto,1118208,1118208,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TaskScheduler%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-ClientUSBDevices%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-ClientUSBDevices%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-ClientUSBDevices%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-ClientUSBDevices%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-PnPDevices%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-PnPDevices%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-PnPDevices%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-PnPDevices%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-Printers%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-Printers%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-Printers%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-Printers%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-RDPClient%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-RDPClient%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-RemoteConnectionManager%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-ServerUSBDevices%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-ServerUSBDevices%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-ServerUSBDevices%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-ServerUSBDevices%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-SessionBroker-Client%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-SessionBroker-Client%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-SessionBroker-Client%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-TerminalServices-SessionBroker-Client%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Time-Service%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Time-Service%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Time-Service-PTP-Provider%4PTP-Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Time-Service-PTP-Provider%4PTP-Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-UAC%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-UAC%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-UAC-FileVirtualization%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-UAC-FileVirtualization%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-User Control Panel%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-User Control Panel%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-User Device Registration%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-User Device Registration%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-User Profile Service%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-User-Loader%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-User-Loader%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-UserPnp%4ActionCenter.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-UserPnp%4ActionCenter.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-UserPnp%4DeviceInstall.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-UserPnp%4DeviceInstall.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-VDRVROOT%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-VDRVROOT%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-VHDMP-Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-VHDMP-Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-VPN%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-VPN%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-VPN-Client%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-VPN-Client%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-VerifyHardwareSecurity%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-VerifyHardwareSecurity%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Volume%4Diagnostic.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Volume%4Diagnostic.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WER-PayloadHealth%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WER-PayloadHealth%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WFP%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WFP%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WMI-Activity%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WMPNSS-Service%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WMPNSS-Service%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WPD-ClassInstaller%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WPD-ClassInstaller%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WPD-CompositeClassDriver%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WPD-CompositeClassDriver%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WPD-MTPClassDriver%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WPD-MTPClassDriver%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Wcmsvc%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Wcmsvc%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WebAuthN%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Win32k%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Win32k%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WinHttp%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WinHttp%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WinINet%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WinRM%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WinRM%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Windows Defender%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Windows Defender%4WHC.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4FirewallDiagnostics.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Windows Firewall With Advanced Security%4FirewallDiagnostics.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsSystemAssessmentTool%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WindowsSystemAssessmentTool%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-WindowsUpdateClient%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Winlogon%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Winsock-WS2HELP%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Winsock-WS2HELP%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Wired-AutoConfig%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Wired-AutoConfig%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Workplace Join%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Workplace Join%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\On-premises data gateway service.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""On-premises data gateway service.evtx""]"
B:\Windows\System32\winevt\Logs\OpenSSH%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""OpenSSH%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\OpenSSH%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""OpenSSH%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Parameters.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Parameters.evtx""]"
B:\Windows\System32\winevt\Logs\SMSApi.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""SMSApi.evtx""]"
B:\Windows\System32\winevt\Logs\Security.evtx,auto,2166784,2166784,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Security.evtx""]"
B:\Windows\System32\winevt\Logs\Setup.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Setup.evtx""]"
B:\Windows\System32\winevt\Logs\State.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""State.evtx""]"
B:\Windows\System32\winevt\Logs\System.evtx,auto,1118208,1118208,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""System.evtx""]"
B:\Windows\System32\winevt\Logs\Windows PowerShell.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Windows PowerShell.evtx""]"
B:\Windows\System32\winevt\Logs\microsoft-windows-diagnosis-scripted%4operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""microsoft-windows-diagnosis-scripted%4operational.evtx""]"
