Path,Accessor,Size,StoredSize,Sha256,Md5,Error,_Components
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Folder Redirection%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Folder Redirection%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Forwarding%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Forwarding%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-GenericRoaming%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-GenericRoaming%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx,auto,1118208,1118208,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-GroupPolicy%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-HelloForBusiness%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-HelloForBusiness%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Help%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Help%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-HomeGroup Control Panel%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-HomeGroup Control Panel%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Hyper-V-Guest-Drivers%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Hyper-V-Guest-Drivers%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Hyper-V-Hypervisor-Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Hyper-V-Hypervisor-Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Hyper-V-Hypervisor-Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Hyper-V-Hypervisor-Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-IKE%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-IKE%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-IdCtrls%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-IdCtrls%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-International%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-International%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-International-RegionalOptionsControlPanel%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-International-RegionalOptionsControlPanel%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Iphlpsvc%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Iphlpsvc%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-KdsSvc%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-KdsSvc%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ApphelpCache%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-ApphelpCache%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-Boot%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-EventTracing%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-EventTracing%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-IO%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-IO%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-PnP%4Configuration.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-PnP%4Configuration.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WDI%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-WDI%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-WHEA%4Errors.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Kernel-WHEA%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Known Folders API Service.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-LAPS%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-LAPS%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-LanguagePackSetup%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-LanguagePackSetup%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx,auto,1052672,1052672,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-LiveId%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-MUI%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-MUI%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-MUI%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-MUI%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ManagementTools-RegistryProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ManagementTools-RegistryProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ManagementTools-TaskManagerProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ManagementTools-TaskManagerProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-MemoryDiagnostics-Results%4Debug.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-MemoryDiagnostics-Results%4Debug.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-MiStreamProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-MiStreamProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Mobile-Broadband-Experience-SmsRouter%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Mobile-Broadband-Experience-SmsRouter%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Mprddm%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Mprddm%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-MsLbfoProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-MsLbfoProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NCSI%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NTLM%4Operational.evtx,auto,1052672,1052672,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NTLM%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NdisImPlatform%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NdisImPlatform%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkLocationWizard%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NetworkLocationWizard%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NetworkProfile%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NetworkProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-NlaSvc%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-NlaSvc%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Ntfs%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Ntfs%4WHC.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-OOBE-Machine-DUI%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-OOBE-Machine-DUI%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-OfflineFiles%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PackageStateRoaming%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PackageStateRoaming%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Partition%4Diagnostic.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Partition%4Diagnostic.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PerceptionRuntime%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PerceptionRuntime%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PerceptionSensorDataService%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PerceptionSensorDataService%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PersistentMemory-Nvdimm%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PersistentMemory-Nvdimm%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PersistentMemory-PmemDisk%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PersistentMemory-PmemDisk%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PersistentMemory-ScmBus%4Certification.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PersistentMemory-ScmBus%4Certification.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Policy%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Policy%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PowerShell%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PowerShell%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell-DesiredStateConfiguration-FileDownloadManager%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PowerShell-DesiredStateConfiguration-FileDownloadManager%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PriResources-Deployment%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PriResources-Deployment%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PrintBRM%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PrintBRM%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PrintService%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PrintService%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PushNotification-Platform%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-PushNotification-Platform%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ReFS%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ReFS%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ReadyBoost%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Regsvr32%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Regsvr32%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RemoteApp and Desktop Connections%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RemoteApp and Desktop Connections%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RemoteApp and Desktop Connections%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RemoteApp and Desktop Connections%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RemoteDesktopServices-RdpCoreTS%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RemoteDesktopServices-RdpCoreTS%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RemoteDesktopServices-RdpCoreTS%4Operational.evtx,auto,1052672,1052672,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RemoteDesktopServices-RdpCoreTS%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RemoteDesktopServices-RemoteFX-Synth3dvsc%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RemoteDesktopServices-RemoteFX-Synth3dvsc%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RemoteDesktopServices-SessionServices%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RemoteDesktopServices-SessionServices%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Resolver%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Resource-Exhaustion-Resolver%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-RestartManager%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-RestartManager%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SENSE%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SENSE%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBClient%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBClient%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBDirect%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBDirect%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Audit.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBServer%4Audit.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Connectivity.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBServer%4Connectivity.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBServer%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Security.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBServer%4Security.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBWitnessClient%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBWitnessClient%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SMBWitnessClient%4Informational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SMBWitnessClient%4Informational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SearchUI%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SearchUI%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Adminless%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-Adminless%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Audit-Configuration-Client%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-Audit-Configuration-Client%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-EnterpriseData-FileRevocationManager%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-EnterpriseData-FileRevocationManager%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-LessPrivilegedAppContainer%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-LessPrivilegedAppContainer%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4KernelMode.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-Mitigations%4KernelMode.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4UserMode.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-Mitigations%4UserMode.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Netlogon%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-Netlogon%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-GenuineCenter-Logging%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-SPP-UX-GenuineCenter-Logging%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-Security-UserConsentVerifier%4Audit.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-Security-UserConsentVerifier%4Audit.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SecurityMitigationsBroker%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SecurityMitigationsBroker%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SenseIR%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SenseIR%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServerManager-ConfigureSMRemoting%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServerManager-ConfigureSMRemoting%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServerManager-DeploymentProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServerManager-DeploymentProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServerManager-MgmtProvider%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServerManager-MgmtProvider%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServerManager-MultiMachine%4Admin.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServerManager-MultiMachine%4Admin.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServerManager-MultiMachine%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServerManager-MultiMachine%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServicesForNFS-Client%4IdentityMapping.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServicesForNFS-Client%4IdentityMapping.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-ServicesForNFS-Client%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-ServicesForNFS-Client%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync%4Debug.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SettingSync%4Debug.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync%4Operational.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SettingSync%4Operational.evtx""]"
B:\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync-Azure%4Debug.evtx,auto,69632,69632,,,,"[""B:"",""Windows"",""System32"",""winevt"",""Logs"",""Microsoft-Windows-SettingSync-Azure%4Debug.evtx""]"
